Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
2.KillerID_Company_Domain Setting,Chrome 149.0.7827.114,,,16-06-2026 06:53:27,16-06-2026 06:59:53,6m - 25.272s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Domain Setting/C9953_도메인 설정 편집모드 진입,Chrome 149.0.7827.114,"C9953_도메인 설정 편집모드 진입

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. 왼쪽 메뉴에서 'Company'를 클릭하세요
3. 'Domain Setting' 탭을 클릭하세요
4. 'Edit' 버튼을 클릭하세요
5. Domain Name Format, Password Change Rule Setting, Days Limit, Session Duration 등 모든 필드가 편집 가능한 상태인지 확인하세요

결과값
Domain Setting 탭의 모든 필드를 편집할 수 있습니다.",,16-06-2026 06:53:27,16-06-2026 06:53:54,26.683s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 06:53:28,16-06-2026 06:53:51,23.681s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 06:53:51,16-06-2026 06:53:52,0.467s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 06:53:52,16-06-2026 06:53:52,0.007s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 06:53:52,16-06-2026 06:53:54,2.263s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Domain Setting/C9954_도메인 이름 형식 변경,Chrome 149.0.7827.114,"C9954_도메인 이름 형식 변경

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Domain Setting 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Domain Name Format에서 원하는 형식을 선택하세요 (예: 'First Last (example: John Smith)' 또는 'Last First (example: Smith John)')
5. 'Save' 버튼을 클릭하세요
6. 페이지를 새로고침하고 변경된 형식이 유지되는지 확인하세요

결과값
도메인 사용자의 이름이 설정된 형식에 따라 표시됩니다 (예: John Smith / Smith John)",,16-06-2026 06:53:54,16-06-2026 06:54:32,38.041s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 06:53:54,16-06-2026 06:54:29,35.173s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 06:54:29,16-06-2026 06:54:30,0.449s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 06:54:30,16-06-2026 06:54:30,0.005s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 06:54:30,16-06-2026 06:54:32,2.263s,PASSED
,,,,,,,
