Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/KillerID_Company_Domain Setting/C9957_비밀번호 변경 규칙 비활성화,Chrome 149.0.7827.114,"C9957_비밀번호 변경 규칙 비활성화

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Domain Setting 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Password Change Rule Setting에서 'Off'를 선택하세요
5. 'Save' 버튼을 클릭하세요
6. 페이지를 새로고침하고 설정이 비활성화 상태로 유지되는지 확인하세요

결과값
Password Change Rule Setting이 비활성화되고 사용자에게 비밀번호 변경이 요구되지 않습니다.",,16-06-2026 02:30:02,16-06-2026 02:30:46,44.438s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:30:02,16-06-2026 02:30:45,43.398s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:30:45,16-06-2026 02:30:46,0.386s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:30:46,16-06-2026 02:30:46,0.001s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:30:46,16-06-2026 02:30:46,0.529s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Domain Setting/C9958_비밀번호 규칙 기간 0 설정,Chrome 149.0.7827.114,"C9958_비밀번호 변경 규칙 기간을 0으로 설정

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Domain Setting 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Password Change Rule Setting에서 'On'을 선택하세요
5. Days Limit 필드에 '0'을 입력하세요
6. 'Save' 버튼을 클릭하세요
7. 에러 메시지가 표시되는지 확인하세요

결과값
Days Limit 필드가 빨간색으로 강조되고, 0 값은 저장되지 않습니다.",,16-06-2026 02:30:46,16-06-2026 02:31:28,41.666s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:30:46,16-06-2026 02:31:26,39.468s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:31:26,16-06-2026 02:31:26,0.405s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:31:26,16-06-2026 02:31:26,0.002s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:31:26,16-06-2026 02:31:28,1.732s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Domain Setting/C9959_비밀번호 규칙 잘못된 기간 설정,Chrome 149.0.7827.114,"C9959_비밀번호 변경 규칙 기간을 잘못된 값으로 설정

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Domain Setting 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Password Change Rule Setting에서 'On'을 선택하세요
5. Days Limit 필드에 잘못된 값(예: '-5')을 입력하세요
6. 'Save' 버튼을 클릭하세요
7. 에러 메시지가 표시되는지 확인하세요

결과값
Days Limit 필드가 빨간색으로 강조되고, 잘못된 값은 저장되지 않습니다.",,16-06-2026 02:31:28,16-06-2026 02:32:00,32.124s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:31:28,16-06-2026 02:31:59,30.771s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:31:59,16-06-2026 02:31:59,0.385s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:31:59,16-06-2026 02:31:59,0.001s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:31:59,16-06-2026 02:32:00,0.909s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Domain Setting/C9960_세션 시간 1시간 설정,Chrome 149.0.7827.114,"C9960_세션 시간을 1시간으로 설정

사전 조건
역할: 관리자

1. 편집 버튼을 클릭하여 편집 모드로 들어가세요.
2. 비밀번호 변경 규칙 설정을 활성화하세요 (On)
3. 30~365일 사이의 유효한 Days Limit 값을 입력하세요.
4. Session Duration 필드에 '1'을 입력하세요.
5. 'Save' 버튼을 클릭하세요.

결과값
Session Duration이 ""1 Hours""로 올바르게 표시되며 저장 후에도 유지됩니다.",,16-06-2026 02:32:00,16-06-2026 02:32:43,42.876s,PASSED
random = new java.util.Random(),Chrome 149.0.7827.114,,,16-06-2026 02:32:00,16-06-2026 02:32:00,0.003s,PASSED
randomDays = random.nextInt(365 - 32 + 1) + 32,Chrome 149.0.7827.114,,,16-06-2026 02:32:00,16-06-2026 02:32:00,0.001s,PASSED
VALID_DAYS_VALUE = String.valueOf(randomDays),Chrome 149.0.7827.114,,,16-06-2026 02:32:00,16-06-2026 02:32:00,0.000s,PASSED
"SESSION_DURATION_VALUE = ""1""",Chrome 149.0.7827.114,,,16-06-2026 02:32:00,16-06-2026 02:32:00,0.001s,PASSED
"EXPECTED_SESSION_DISPLAY = ""1 Hours""",Chrome 149.0.7827.114,,,16-06-2026 02:32:00,16-06-2026 02:32:00,0.000s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:32:00,16-06-2026 02:32:41,40.935s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:32:41,16-06-2026 02:32:41,0.388s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:32:41,16-06-2026 02:32:41,0.003s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:32:41,16-06-2026 02:32:43,1.444s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Domain Setting/C9962_세션 시간 0 설정,Chrome 149.0.7827.114,"C9962_세션 시간을 0으로 설정

사전 조건
역할: 관리자

1. 편집 버튼을 클릭하여 편집 모드로 들어가세요.
2. Session Duration 필드에 '0'을 입력하세요.
3. 'Save' 버튼을 클릭하세요.
4. 에러 메시지가 3곳에 표시되는지 확인하세요.

결과값
Session Duration 필드가 빨간색으로 강조되고, 아래 3곳에 유효성 에러 메시지가 표시됩니다:
  ① Session Duration 입력 필드 아래
  ② 첫 번째 ""Don't Ask Again on This Device"" 섹션 아래
  ③ 두 번째 ""Don't Ask Again on This Device"" 섹션 아래

에러 메시지: ""* Please enter a valid session duration between 1 and 720 hours (30 days).""
저장이 차단되어 편집 모드를 유지합니다.",,16-06-2026 02:32:43,16-06-2026 02:33:14,30.654s,PASSED
"INVALID_SESSION_VALUE = ""0""",Chrome 149.0.7827.114,,,16-06-2026 02:32:43,16-06-2026 02:32:43,0.000s,PASSED
"EXPECTED_ERROR_TEXT = ""* Please enter a valid session duration between 1 and 720 hours (30 days).""",Chrome 149.0.7827.114,,,16-06-2026 02:32:43,16-06-2026 02:32:43,0.003s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:32:43,16-06-2026 02:33:13,29.623s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:33:13,16-06-2026 02:33:13,0.375s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:33:13,16-06-2026 02:33:13,0.001s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:33:13,16-06-2026 02:33:14,0.589s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Domain Setting/C9963_세션 시간 잘못된 값 설정,Chrome 149.0.7827.114,"C9963_세션 시간을 잘못된 값으로 설정

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Domain Setting 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Session Duration 필드에 잘못된 값(예: '9999', 최대 720시간 초과)을 입력하세요
5. 'Save' 버튼을 클릭하세요
6. 에러 메시지가 표시되는지 확인하세요

결과값
Session Duration 필드가 빨간색으로 강조되고, 잘못된 값은 저장되지 않습니다. (유효 범위: 1~720시간)",,16-06-2026 02:33:14,16-06-2026 02:33:50,36.410s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:33:14,16-06-2026 02:33:49,35.530s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:33:49,16-06-2026 02:33:50,0.385s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:33:50,16-06-2026 02:33:50,0.001s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:33:50,16-06-2026 02:33:50,0.416s,PASSED
