Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:40:54,16-06-2026 02:40:54,0.706s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Theme/C9973_테마 배경 이미지 업로드,Chrome 149.0.7827.114,"C9973_테마 배경 이미지 업로드

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Theme 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Theme Background Image 섹션에서 'Upload' 버튼을 클릭하세요
5. 이미지 파일을 선택하여 업로드하세요
6. 'Save' 버튼을 클릭하세요
7. 업로드된 이미지가 표시되는지 확인하세요

결과값
테마 배경 이미지가 업로드되고 도메인 로그인 페이지에 표시됩니다.",,16-06-2026 02:40:54,16-06-2026 02:41:52,57.842s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:40:54,16-06-2026 02:41:51,56.706s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:41:51,16-06-2026 02:41:52,0.452s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:41:52,16-06-2026 02:41:52,0.004s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:41:52,16-06-2026 02:41:52,0.608s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Theme/C9974_테마 배경 기본 이미지 설정,Chrome 149.0.7827.114,"C9974_테마 배경 기본 이미지 설정

사전 조건
역할: 관리자
테마 배경 이미지가 업로드된 상태여야 합니다

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Theme 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Theme Background Image 섹션에서 'Delete' 버튼을 클릭하세요
5. 'Save' 버튼을 클릭하세요
6. 기본 배경 이미지가 표시되는지 확인하세요

결과값
기본 테마 배경 이미지가 설정되고 도메인 로그인 페이지에 표시됩니다.",,16-06-2026 02:41:52,16-06-2026 02:42:35,42.544s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:41:52,16-06-2026 02:42:34,41.590s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:42:34,16-06-2026 02:42:34,0.429s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:42:34,16-06-2026 02:42:34,0.001s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:42:34,16-06-2026 02:42:35,0.443s,PASSED
,,,,,,,
