Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/KillerID_Company_Company Details/C9944(T88026)_연락처 정보를 변경하세요,Chrome 149.0.7827.114,"C9944_연락처 정보를 변경하세요
TestRail: C9944 (T88026) - Change the Contact Information

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Company Details 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Contact Information 섹션에서 관리자 First Name을 변경하세요
5. 관리자 Last Name을 변경하세요
6. 'Save' 버튼을 클릭하세요
7. 페이지를 새로고침하고 변경된 연락처 정보가 유지되는지 확인하세요

결과값
관리자 이름(First Name, Last Name)이 성공적으로 저장됩니다.",,15-06-2026 09:17:33,15-06-2026 09:18:05,32.046s,PASSED
runTimestamp = SimpleDateFormat(MMdd:HH:mm).format(new java.util.Date()),Chrome 149.0.7827.114,,,15-06-2026 09:17:33,15-06-2026 09:17:33,0.002s,PASSED
"adminFirstName = ""automation""",Chrome 149.0.7827.114,,,15-06-2026 09:17:33,15-06-2026 09:17:33,0.001s,PASSED
adminLastName = runTimestamp,Chrome 149.0.7827.114,,,15-06-2026 09:17:33,15-06-2026 09:17:33,0.001s,PASSED
try,Chrome 149.0.7827.114,,,15-06-2026 09:17:33,15-06-2026 09:18:04,30.920s,PASSED
Finally,Chrome 149.0.7827.114,,,15-06-2026 09:18:04,15-06-2026 09:18:04,0.391s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,15-06-2026 09:18:04,15-06-2026 09:18:04,0.002s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,15-06-2026 09:18:04,15-06-2026 09:18:05,0.620s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Company Details/C9945(T88027)_회사 시간대 변경,Chrome 149.0.7827.114,"C9945_회사 시간대 변경
TestRail: C9945 (T88027) - Change the Company Timezone

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Company Details 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Timezone 드롭다운에서 시간대를 선택하세요 (예: Asia/Seoul)
5. 'Save' 버튼을 클릭하세요
6. 페이지를 새로고침하고 선택한 시간대가 유지되는지 확인하세요

결과값
선택한 시간대가 성공적으로 저장됩니다.",,15-06-2026 09:18:05,15-06-2026 09:18:35,30.510s,PASSED
try,Chrome 149.0.7827.114,,,15-06-2026 09:18:05,15-06-2026 09:18:34,29.153s,PASSED
Finally,Chrome 149.0.7827.114,,,15-06-2026 09:18:34,15-06-2026 09:18:34,0.431s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,15-06-2026 09:18:34,15-06-2026 09:18:34,0.003s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,15-06-2026 09:18:34,15-06-2026 09:18:35,0.854s,PASSED
